shipment_id,order_id,warehouse,carrier,shipped_date,delivered_date
732,861,CLT-03,USPS,2025-01-29 11:48:00,2025-02-03 11:48:00
733,862,CLT-03,USPS,2025-09-16 23:43:00,2025-09-19 23:43:00
734,863,ATL-01,USPS,2025-05-24 07:14:00,2025-05-26 07:14:00
735,864,ATL-01,USPS,2025-06-14 03:15:00,2025-06-15 03:15:00
736,865,CLT-03,DHL,2025-07-17 19:54:00,2025-07-21 19:54:00
737,866,CLT-03,DHL,2025-07-04 08:13:00,2025-07-05 08:13:00
738,867,CLT-03,USPS,2025-09-17 06:13:00,2025-09-21 06:13:00
739,868,DFW-02,USPS,2025-05-06 15:27:00,2025-05-07 15:27:00
740,870,ATL-01,UPS,2025-06-30 08:28:00,
741,871,CLT-03,UPS,2025-10-10 19:03:00,2025-10-12 19:03:00
742,872,CLT-03,UPS,2025-09-13 08:52:00,2025-09-18 08:52:00
743,873,DFW-02,FedEx,2025-01-01 01:30:00,
744,874,DFW-02,DHL,2024-12-13 07:10:00,2024-12-16 07:10:00
745,875,ATL-01,DHL,2025-09-10 17:34:00,2025-09-13 17:34:00
746,876,DFW-02,FedEx,2025-05-04 11:01:00,2025-05-07 11:01:00
747,877,DFW-02,UPS,2024-09-02 07:57:00,2024-09-05 07:57:00
748,878,ATL-01,FedEx,2025-06-07 12:56:00,2025-06-08 12:56:00
749,880,DFW-02,USPS,2025-09-20 14:22:00,2025-09-22 14:22:00
750,881,ATL-01,UPS,2025-08-30 23:46:00,2025-09-01 23:46:00
751,882,ATL-01,UPS,2024-08-25 04:12:00,2024-08-26 04:12:00
752,883,CLT-03,USPS,2025-09-03 02:14:00,2025-09-06 02:14:00
753,884,DFW-02,USPS,2025-06-08 08:36:00,2025-06-12 08:36:00
754,886,DFW-02,UPS,2025-01-13 03:44:00,2025-01-18 03:44:00
755,887,DFW-02,FedEx,2025-04-08 01:27:00,2025-04-12 01:27:00
756,888,DFW-02,UPS,2025-03-07 05:21:00,
757,889,ATL-01,USPS,2025-11-05 22:41:00,
758,890,CLT-03,UPS,2025-04-29 21:58:00,2025-04-30 21:58:00
759,891,CLT-03,FedEx,2025-10-24 05:57:00,2025-10-28 05:57:00
760,892,ATL-01,USPS,2025-03-27 12:54:00,2025-03-31 12:54:00
761,893,DFW-02,FedEx,2025-04-12 07:29:00,
762,894,CLT-03,UPS,2025-08-31 09:49:00,2025-09-04 09:49:00
763,895,DFW-02,DHL,2025-01-15 06:22:00,
764,896,ATL-01,USPS,2025-11-05 22:55:00,2025-11-06 22:55:00
765,898,CLT-03,USPS,2025-05-21 00:40:00,2025-05-24 00:40:00
766,899,DFW-02,DHL,2025-05-09 16:37:00,2025-05-13 16:37:00
767,902,CLT-03,FedEx,2025-02-18 21:35:00,2025-02-20 21:35:00
768,903,DFW-02,UPS,2025-08-19 02:21:00,2025-08-21 02:21:00
769,904,ATL-01,USPS,2025-10-26 09:34:00,2025-10-28 09:34:00
770,905,CLT-03,UPS,2025-01-28 14:21:00,
771,906,CLT-03,UPS,2025-01-21 10:10:00,2025-01-26 10:10:00
772,907,DFW-02,UPS,2025-11-11 07:53:00,2025-11-16 07:53:00
773,908,CLT-03,UPS,2025-10-28 20:21:00,2025-10-29 20:21:00
774,910,CLT-03,USPS,2025-05-23 01:54:00,
775,911,CLT-03,UPS,2025-06-18 23:19:00,2025-06-20 23:19:00
776,912,ATL-01,USPS,2024-12-16 08:49:00,2024-12-18 08:49:00
777,913,DFW-02,UPS,2025-10-04 17:48:00,2025-10-05 17:48:00
778,914,DFW-02,UPS,2025-10-26 13:05:00,2025-10-29 13:05:00
779,915,DFW-02,FedEx,2025-01-16 17:57:00,2025-01-17 17:57:00
780,917,CLT-03,FedEx,2025-06-30 11:08:00,2025-07-03 11:08:00
781,918,CLT-03,UPS,2025-01-31 20:37:00,
782,920,DFW-02,USPS,2025-11-08 12:42:00,2025-11-12 12:42:00
783,921,DFW-02,FedEx,2024-10-22 00:27:00,2024-10-27 00:27:00
784,922,DFW-02,FedEx,2024-12-17 09:09:00,2024-12-20 09:09:00
785,923,DFW-02,USPS,2025-02-11 08:53:00,2025-02-12 08:53:00
786,924,ATL-01,FedEx,2025-03-13 03:17:00,2025-03-18 03:17:00
787,925,CLT-03,USPS,2024-09-11 22:49:00,2024-09-16 22:49:00
788,926,CLT-03,UPS,2025-05-06 19:12:00,2025-05-10 19:12:00
789,927,ATL-01,USPS,2024-11-17 18:57:00,
790,928,ATL-01,UPS,2024-10-04 00:58:00,2024-10-07 00:58:00
791,929,ATL-01,DHL,2025-09-22 19:34:00,2025-09-26 19:34:00
792,930,ATL-01,UPS,2025-04-15 02:32:00,2025-04-17 02:32:00
793,931,ATL-01,UPS,2025-01-31 06:12:00,
794,933,DFW-02,FedEx,2025-05-20 13:14:00,2025-05-24 13:14:00
795,934,ATL-01,UPS,2025-10-02 14:17:00,2025-10-03 14:17:00
796,935,CLT-03,UPS,2025-06-13 20:37:00,2025-06-14 20:37:00
797,936,ATL-01,DHL,2025-07-04 02:21:00,2025-07-06 02:21:00
798,937,DFW-02,UPS,2025-10-08 06:08:00,2025-10-09 06:08:00
799,938,CLT-03,UPS,2025-09-11 14:10:00,2025-09-13 14:10:00
800,939,ATL-01,UPS,2025-08-21 15:51:00,
801,940,DFW-02,DHL,2025-09-24 19:42:00,2025-09-29 19:42:00
802,941,ATL-01,DHL,2024-10-16 01:00:00,2024-10-21 01:00:00
803,942,CLT-03,UPS,2025-07-14 07:26:00,
804,943,ATL-01,UPS,2025-08-28 20:30:00,
805,944,CLT-03,FedEx,2025-03-17 01:59:00,
806,945,DFW-02,FedEx,2025-08-30 06:33:00,2025-09-03 06:33:00
807,946,DFW-02,USPS,2025-03-07 13:48:00,2025-03-08 13:48:00
808,947,ATL-01,UPS,2025-11-09 12:10:00,2025-11-12 12:10:00
809,948,DFW-02,FedEx,2024-11-24 12:19:00,2024-11-27 12:19:00
810,949,CLT-03,USPS,2025-07-28 22:03:00,2025-07-30 22:03:00
811,950,DFW-02,UPS,2025-04-10 22:07:00,2025-04-15 22:07:00
812,951,ATL-01,UPS,2024-10-18 06:15:00,2024-10-22 06:15:00
813,952,CLT-03,UPS,2024-11-22 19:48:00,2024-11-23 19:48:00
814,953,ATL-01,FedEx,2025-09-18 03:35:00,
815,954,CLT-03,USPS,2025-05-02 11:08:00,2025-05-03 11:08:00
816,955,CLT-03,FedEx,2025-02-27 16:30:00,2025-03-01 16:30:00
817,956,DFW-02,UPS,2025-02-18 19:32:00,
818,957,ATL-01,FedEx,2025-09-05 23:18:00,
819,959,DFW-02,FedEx,2025-05-15 19:05:00,2025-05-16 19:05:00
820,960,ATL-01,USPS,2025-11-02 06:16:00,2025-11-07 06:16:00
821,961,CLT-03,UPS,2025-09-07 01:07:00,2025-09-10 01:07:00
822,962,CLT-03,UPS,2024-12-10 11:28:00,2024-12-15 11:28:00
823,964,ATL-01,USPS,2025-07-26 19:47:00,2025-07-31 19:47:00
824,965,DFW-02,DHL,2025-09-15 09:36:00,2025-09-17 09:36:00
825,966,DFW-02,DHL,2025-07-13 01:26:00,2025-07-14 01:26:00
826,967,CLT-03,FedEx,2025-10-18 20:28:00,
827,968,CLT-03,UPS,2025-11-02 04:42:00,2025-11-06 04:42:00
828,969,CLT-03,FedEx,2025-10-20 18:39:00,2025-10-25 18:39:00
829,970,DFW-02,FedEx,2025-08-13 02:50:00,2025-08-14 02:50:00
830,971,DFW-02,DHL,2025-03-16 17:09:00,2025-03-21 17:09:00
831,972,CLT-03,USPS,2025-10-14 02:03:00,
832,973,ATL-01,USPS,2025-03-31 19:04:00,2025-04-02 19:04:00
833,974,ATL-01,UPS,2025-08-05 08:01:00,2025-08-08 08:01:00
834,975,ATL-01,UPS,2025-10-12 23:40:00,2025-10-16 23:40:00
835,976,ATL-01,FedEx,2024-12-30 10:22:00,2025-01-03 10:22:00
836,977,DFW-02,UPS,2025-11-13 05:43:00,
837,978,ATL-01,DHL,2025-08-15 09:19:00,2025-08-16 09:19:00
838,979,DFW-02,DHL,2025-06-25 03:27:00,2025-06-26 03:27:00
839,980,CLT-03,DHL,2024-12-13 04:57:00,2024-12-16 04:57:00
840,981,DFW-02,UPS,2025-07-15 10:47:00,2025-07-20 10:47:00
841,982,DFW-02,UPS,2025-09-18 18:34:00,2025-09-19 18:34:00
842,983,ATL-01,USPS,2025-07-06 02:42:00,2025-07-09 02:42:00
843,984,CLT-03,USPS,2025-11-13 03:43:00,2025-11-18 03:43:00
844,985,CLT-03,DHL,2025-07-06 00:10:00,
845,986,CLT-03,DHL,2025-08-31 22:44:00,2025-09-04 22:44:00
846,987,DFW-02,DHL,2025-09-27 01:44:00,2025-10-01 01:44:00
847,989,CLT-03,FedEx,2025-08-28 04:53:00,2025-09-01 04:53:00
848,990,CLT-03,UPS,2025-08-03 07:23:00,
849,991,DFW-02,DHL,2025-08-16 05:17:00,2025-08-21 05:17:00
850,992,CLT-03,USPS,2025-05-12 04:22:00,2025-05-14 04:22:00
851,994,DFW-02,FedEx,2025-07-27 21:23:00,
852,995,ATL-01,USPS,2025-02-06 20:39:00,
853,996,CLT-03,FedEx,2025-05-11 02:20:00,2025-05-13 02:20:00
854,997,DFW-02,DHL,2025-07-31 06:52:00,2025-08-02 06:52:00
855,998,ATL-01,FedEx,2025-07-01 03:44:00,2025-07-05 03:44:00
856,999,DFW-02,USPS,2025-04-15 13:26:00,
857,1000,ATL-01,UPS,2025-04-17 23:57:00,2025-04-19 23:57:00
858,1001,CLT-03,FedEx,2025-01-17 09:23:00,2025-01-18 09:23:00
859,1002,DFW-02,DHL,2025-08-05 17:47:00,
860,1003,DFW-02,FedEx,2025-06-20 22:59:00,2025-06-23 22:59:00
861,1004,ATL-01,FedEx,2025-11-02 16:13:00,2025-11-04 16:13:00
862,1005,CLT-03,FedEx,2025-10-02 00:40:00,2025-10-03 00:40:00
863,1006,DFW-02,USPS,2025-03-17 05:13:00,2025-03-21 05:13:00
864,1007,CLT-03,DHL,2025-11-06 17:40:00,2025-11-11 17:40:00
865,1008,CLT-03,FedEx,2025-10-21 17:15:00,2025-10-23 17:15:00
866,1009,CLT-03,DHL,2025-10-01 00:20:00,
867,1010,CLT-03,FedEx,2025-04-14 18:04:00,2025-04-16 18:04:00
868,1011,DFW-02,DHL,2025-07-10 09:17:00,2025-07-13 09:17:00
869,1012,DFW-02,UPS,2025-08-30 03:11:00,2025-09-04 03:11:00
870,1013,DFW-02,DHL,2025-06-16 10:08:00,2025-06-17 10:08:00
871,1014,ATL-01,USPS,2025-09-24 21:56:00,2025-09-26 21:56:00
872,1015,CLT-03,USPS,2025-03-02 12:41:00,
873,1016,CLT-03,FedEx,2024-09-19 09:12:00,2024-09-20 09:12:00
874,1017,ATL-01,FedEx,2025-01-14 06:10:00,
875,1018,DFW-02,USPS,2025-01-30 03:39:00,2025-02-03 03:39:00
876,1019,CLT-03,DHL,2025-07-02 21:11:00,2025-07-07 21:11:00
877,1021,CLT-03,DHL,2025-05-01 11:46:00,2025-05-03 11:46:00
878,1023,ATL-01,USPS,2025-10-27 17:20:00,2025-10-31 17:20:00
879,1024,DFW-02,UPS,2025-01-18 07:35:00,2025-01-22 07:35:00
880,1025,ATL-01,USPS,2025-02-25 04:55:00,2025-02-26 04:55:00
881,1026,DFW-02,DHL,2025-03-09 03:01:00,2025-03-12 03:01:00
882,1027,ATL-01,UPS,2025-01-27 07:16:00,2025-01-28 07:16:00
883,1028,ATL-01,UPS,2024-11-02 03:51:00,2024-11-07 03:51:00
884,1029,ATL-01,UPS,2025-05-12 02:31:00,
885,1030,DFW-02,FedEx,2025-06-04 07:03:00,2025-06-08 07:03:00
886,1031,CLT-03,USPS,2025-05-15 03:45:00,
887,1032,ATL-01,FedEx,2025-05-23 13:38:00,2025-05-26 13:38:00
888,1033,ATL-01,UPS,2025-05-17 14:59:00,2025-05-18 14:59:00
889,1034,DFW-02,UPS,2025-05-17 13:06:00,2025-05-18 13:06:00
890,1035,CLT-03,UPS,2025-09-08 08:37:00,2025-09-13 08:37:00
891,1036,DFW-02,DHL,2025-07-22 20:53:00,2025-07-23 20:53:00
892,1037,ATL-01,FedEx,2025-07-11 09:06:00,2025-07-15 09:06:00
893,1038,DFW-02,FedEx,2025-08-21 16:42:00,2025-08-23 16:42:00
894,1039,ATL-01,UPS,2025-02-20 01:32:00,2025-02-22 01:32:00
895,1040,CLT-03,FedEx,2025-06-01 00:46:00,2025-06-06 00:46:00
896,1041,CLT-03,UPS,2025-11-08 16:23:00,2025-11-11 16:23:00
897,1042,ATL-01,UPS,2025-06-13 15:42:00,
898,1043,DFW-02,UPS,2025-01-18 15:43:00,2025-01-19 15:43:00
899,1044,ATL-01,DHL,2025-04-26 22:07:00,2025-04-30 22:07:00
900,1045,CLT-03,DHL,2025-07-10 07:11:00,2025-07-13 07:11:00
901,1047,DFW-02,DHL,2025-01-06 11:37:00,2025-01-09 11:37:00
902,1048,DFW-02,UPS,2025-11-10 16:28:00,2025-11-11 16:28:00
903,1049,DFW-02,DHL,2025-11-13 03:37:00,2025-11-15 03:37:00
904,1051,CLT-03,USPS,2025-10-20 08:48:00,2025-10-22 08:48:00
905,1052,ATL-01,USPS,2024-09-23 18:26:00,2024-09-28 18:26:00
906,1054,DFW-02,DHL,2025-11-12 07:53:00,2025-11-17 07:53:00
907,1055,CLT-03,UPS,2025-10-28 12:36:00,2025-10-31 12:36:00
908,1056,DFW-02,UPS,2024-12-27 04:46:00,2024-12-28 04:46:00
909,1057,CLT-03,FedEx,2025-06-11 13:43:00,2025-06-15 13:43:00
910,1058,CLT-03,USPS,2025-06-24 08:20:00,2025-06-25 08:20:00
911,1059,CLT-03,DHL,2025-01-03 16:37:00,2025-01-08 16:37:00
912,1060,ATL-01,DHL,2025-06-20 01:20:00,2025-06-25 01:20:00
913,1061,ATL-01,UPS,2025-11-03 10:14:00,
914,1062,ATL-01,FedEx,2025-08-03 19:38:00,2025-08-04 19:38:00
915,1064,CLT-03,FedEx,2025-01-30 22:06:00,
916,1065,ATL-01,FedEx,2025-10-12 05:36:00,2025-10-16 05:36:00
917,1066,ATL-01,DHL,2024-12-17 05:03:00,2024-12-22 05:03:00
918,1067,ATL-01,UPS,2025-04-24 20:10:00,2025-04-27 20:10:00
919,1068,DFW-02,DHL,2025-10-30 08:19:00,2025-11-03 08:19:00
920,1070,CLT-03,DHL,2025-10-09 17:34:00,2025-10-10 17:34:00
921,1071,ATL-01,USPS,2025-03-07 01:16:00,2025-03-10 01:16:00
922,1072,DFW-02,USPS,2024-10-06 22:50:00,2024-10-10 22:50:00
923,1074,CLT-03,DHL,2025-09-29 11:44:00,
924,1075,CLT-03,DHL,2025-06-29 04:56:00,2025-06-30 04:56:00
925,1077,ATL-01,DHL,2025-10-13 06:11:00,2025-10-14 06:11:00
926,1081,DFW-02,USPS,2024-12-04 00:12:00,2024-12-07 00:12:00
927,1082,ATL-01,UPS,2025-09-06 12:28:00,2025-09-07 12:28:00
928,1083,CLT-03,USPS,2025-08-07 11:19:00,2025-08-11 11:19:00
929,1084,CLT-03,DHL,2025-05-13 18:17:00,2025-05-17 18:17:00
930,1086,ATL-01,FedEx,2025-04-28 11:51:00,2025-05-03 11:51:00
931,1087,DFW-02,FedEx,2025-10-29 04:27:00,2025-11-03 04:27:00
932,1088,CLT-03,FedEx,2024-11-14 14:23:00,2024-11-18 14:23:00
933,1089,ATL-01,USPS,2024-11-14 17:43:00,2024-11-18 17:43:00
934,1090,CLT-03,UPS,2025-09-01 08:58:00,
935,1091,ATL-01,USPS,2025-09-03 02:40:00,2025-09-08 02:40:00
936,1092,ATL-01,DHL,2025-09-01 08:00:00,
937,1093,ATL-01,USPS,2025-10-27 11:00:00,2025-10-28 11:00:00
938,1094,ATL-01,UPS,2024-07-18 05:54:00,2024-07-22 05:54:00
939,1095,ATL-01,DHL,2025-04-30 14:03:00,2025-05-01 14:03:00
940,1096,DFW-02,UPS,2025-10-21 20:05:00,2025-10-24 20:05:00
941,1097,CLT-03,DHL,2025-10-03 02:39:00,2025-10-08 02:39:00
942,1098,ATL-01,DHL,2025-08-19 02:29:00,2025-08-22 02:29:00
943,1099,DFW-02,USPS,2024-11-02 08:34:00,2024-11-04 08:34:00
944,1100,DFW-02,DHL,2025-10-22 17:03:00,2025-10-26 17:03:00
945,1102,CLT-03,UPS,2025-07-05 10:57:00,2025-07-06 10:57:00
946,1103,CLT-03,USPS,2025-02-27 02:06:00,2025-03-03 02:06:00
947,1105,DFW-02,UPS,2025-10-18 18:22:00,2025-10-19 18:22:00
948,1106,DFW-02,UPS,2025-02-17 23:59:00,
949,1107,DFW-02,UPS,2025-05-30 06:54:00,
950,1110,CLT-03,UPS,2025-09-10 11:43:00,2025-09-14 11:43:00
951,1112,ATL-01,USPS,2025-11-04 21:12:00,2025-11-08 21:12:00
952,1113,DFW-02,FedEx,2024-08-17 05:40:00,2024-08-20 05:40:00
953,1114,ATL-01,UPS,2025-05-11 09:06:00,2025-05-12 09:06:00
954,1115,DFW-02,DHL,2025-09-17 18:02:00,2025-09-18 18:02:00
955,1117,CLT-03,FedEx,2025-07-22 18:49:00,2025-07-23 18:49:00
956,1118,ATL-01,FedEx,2025-05-01 16:11:00,
957,1119,CLT-03,DHL,2025-08-23 05:06:00,2025-08-24 05:06:00
958,1120,CLT-03,DHL,2025-07-02 10:35:00,2025-07-03 10:35:00
959,1121,ATL-01,FedEx,2025-10-29 16:58:00,2025-11-03 16:58:00
960,1122,CLT-03,FedEx,2025-09-09 05:00:00,
961,1123,CLT-03,FedEx,2025-09-06 16:47:00,
962,1124,ATL-01,USPS,2025-03-21 22:44:00,
963,1125,DFW-02,DHL,2025-02-07 04:32:00,
964,1126,ATL-01,DHL,2025-04-26 18:06:00,2025-05-01 18:06:00
965,1127,CLT-03,USPS,2025-10-14 21:47:00,
966,1128,DFW-02,UPS,2025-08-01 12:10:00,
967,1129,DFW-02,UPS,2024-10-30 12:35:00,2024-11-02 12:35:00
968,1130,CLT-03,DHL,2025-07-17 08:19:00,2025-07-20 08:19:00
969,1131,ATL-01,DHL,2025-06-04 04:54:00,
970,1133,CLT-03,USPS,2025-03-04 09:58:00,2025-03-06 09:58:00
971,1136,DFW-02,FedEx,2025-05-04 23:17:00,2025-05-06 23:17:00
972,1137,DFW-02,UPS,2025-05-03 15:54:00,2025-05-06 15:54:00
973,1138,ATL-01,UPS,2025-08-24 00:36:00,2025-08-28 00:36:00
974,1139,CLT-03,FedEx,2025-10-24 00:29:00,2025-10-27 00:29:00
975,1140,ATL-01,UPS,2025-09-22 05:26:00,2025-09-24 05:26:00
976,1141,CLT-03,USPS,2025-07-03 21:46:00,
977,1143,CLT-03,USPS,2025-09-28 00:44:00,2025-10-02 00:44:00
978,1144,ATL-01,DHL,2025-02-04 14:00:00,
979,1146,DFW-02,FedEx,2025-09-01 02:19:00,
980,1147,DFW-02,FedEx,2024-10-05 03:12:00,2024-10-07 03:12:00
981,1148,CLT-03,FedEx,2025-05-05 19:22:00,2025-05-07 19:22:00
982,1150,CLT-03,FedEx,2024-11-28 11:02:00,2024-11-29 11:02:00
983,1151,ATL-01,FedEx,2025-07-25 03:48:00,2025-07-29 03:48:00
984,1153,CLT-03,USPS,2025-02-09 14:48:00,2025-02-10 14:48:00
985,1155,ATL-01,DHL,2025-08-09 12:15:00,2025-08-11 12:15:00
986,1156,CLT-03,DHL,2025-04-10 17:19:00,2025-04-12 17:19:00
987,1157,CLT-03,USPS,2025-04-29 02:20:00,2025-05-04 02:20:00
988,1159,ATL-01,UPS,2025-07-21 14:35:00,2025-07-25 14:35:00
989,1160,CLT-03,FedEx,2025-07-31 20:31:00,
990,1161,DFW-02,DHL,2025-08-29 19:25:00,2025-08-31 19:25:00
991,1162,DFW-02,USPS,2025-09-11 14:21:00,2025-09-15 14:21:00
992,1163,CLT-03,DHL,2024-09-28 16:43:00,2024-10-01 16:43:00
993,1164,DFW-02,USPS,2025-10-27 15:00:00,2025-10-31 15:00:00
994,1165,ATL-01,USPS,2025-08-12 13:31:00,2025-08-16 13:31:00
995,1167,DFW-02,FedEx,2025-08-23 07:20:00,2025-08-27 07:20:00
996,1168,DFW-02,USPS,2025-04-03 02:54:00,2025-04-05 02:54:00
997,1169,DFW-02,DHL,2025-03-14 09:47:00,2025-03-17 09:47:00
998,1170,CLT-03,USPS,2025-02-24 08:56:00,2025-02-25 08:56:00
999,1171,CLT-03,DHL,2025-05-21 19:46:00,2025-05-22 19:46:00
1000,1172,DFW-02,DHL,2024-11-03 05:07:00,2024-11-05 05:07:00
1001,1173,DFW-02,UPS,2025-04-20 18:08:00,2025-04-23 18:08:00
1002,1174,ATL-01,FedEx,2025-08-31 07:36:00,
1003,1175,CLT-03,DHL,2025-10-11 10:54:00,2025-10-12 10:54:00
1004,1176,DFW-02,USPS,2025-09-24 18:39:00,2025-09-26 18:39:00
1005,1177,DFW-02,FedEx,2025-05-10 02:04:00,2025-05-14 02:04:00
1006,1180,CLT-03,USPS,2025-11-07 14:56:00,2025-11-09 14:56:00
1007,1181,ATL-01,USPS,2025-05-10 05:28:00,2025-05-11 05:28:00
1008,1182,DFW-02,DHL,2025-07-15 03:13:00,2025-07-18 03:13:00
1009,1183,ATL-01,USPS,2024-11-09 22:07:00,2024-11-10 22:07:00
1010,1186,CLT-03,DHL,2025-09-04 00:05:00,2025-09-08 00:05:00
1011,1187,DFW-02,DHL,2025-10-02 21:56:00,2025-10-05 21:56:00
1012,1188,CLT-03,UPS,2025-07-31 19:59:00,2025-08-03 19:59:00
1013,1189,ATL-01,FedEx,2025-01-14 19:02:00,2025-01-16 19:02:00
1014,1190,CLT-03,FedEx,2024-11-24 01:07:00,2024-11-26 01:07:00
1015,1191,CLT-03,USPS,2024-12-11 19:39:00,2024-12-15 19:39:00
1016,1192,CLT-03,USPS,2025-02-22 14:11:00,
1017,1194,CLT-03,USPS,2025-05-31 00:19:00,2025-06-01 00:19:00
1018,1195,ATL-01,DHL,2025-09-18 14:31:00,2025-09-21 14:31:00
1019,1196,ATL-01,USPS,2025-06-19 10:50:00,
1020,1197,ATL-01,USPS,2025-08-31 05:09:00,2025-09-01 05:09:00
1021,1198,ATL-01,USPS,2025-09-12 22:37:00,2025-09-16 22:37:00
1022,1199,ATL-01,UPS,2025-03-12 16:01:00,2025-03-14 16:01:00
1023,1200,ATL-01,USPS,2025-09-29 02:23:00,2025-10-04 02:23:00
1024,1201,DFW-02,USPS,2025-07-11 01:24:00,2025-07-13 01:24:00
1025,1202,ATL-01,FedEx,2025-09-04 12:40:00,2025-09-08 12:40:00
1026,1203,ATL-01,UPS,2025-02-07 00:19:00,2025-02-12 00:19:00
1027,1204,DFW-02,USPS,2025-09-05 16:58:00,2025-09-07 16:58:00
1028,1205,DFW-02,UPS,2025-08-23 03:41:00,
1029,1207,ATL-01,USPS,2025-07-03 06:34:00,2025-07-06 06:34:00
1030,1208,CLT-03,DHL,2025-10-17 07:35:00,2025-10-21 07:35:00
1031,1209,DFW-02,DHL,2025-09-28 13:59:00,2025-09-30 13:59:00
1032,1210,ATL-01,FedEx,2025-09-06 16:21:00,2025-09-07 16:21:00
1033,1212,ATL-01,UPS,2025-10-18 15:24:00,
1034,1213,CLT-03,UPS,2025-08-12 08:15:00,2025-08-14 08:15:00
1035,1214,ATL-01,USPS,2025-09-29 04:44:00,2025-10-03 04:44:00
1036,1216,CLT-03,DHL,2025-04-02 04:37:00,2025-04-04 04:37:00
1037,1217,CLT-03,FedEx,2025-07-22 09:04:00,2025-07-23 09:04:00
1038,1218,CLT-03,UPS,2025-07-27 16:54:00,2025-08-01 16:54:00
1039,1219,CLT-03,UPS,2025-03-29 00:50:00,2025-04-03 00:50:00
1040,1220,CLT-03,FedEx,2025-10-05 05:17:00,2025-10-08 05:17:00
1041,1221,ATL-01,DHL,2025-07-22 15:16:00,2025-07-23 15:16:00
1042,1223,ATL-01,DHL,2025-09-12 12:06:00,2025-09-17 12:06:00
1043,1224,ATL-01,FedEx,2025-08-29 00:41:00,
1044,1225,DFW-02,USPS,2025-10-23 09:16:00,
1045,1226,DFW-02,USPS,2025-07-22 15:08:00,2025-07-25 15:08:00
1046,1227,ATL-01,DHL,2025-10-19 09:34:00,2025-10-22 09:34:00
1047,1228,ATL-01,DHL,2024-11-22 04:18:00,2024-11-23 04:18:00
1048,1229,DFW-02,FedEx,2025-10-26 20:09:00,2025-10-31 20:09:00
1049,1230,ATL-01,DHL,2025-07-20 09:10:00,2025-07-25 09:10:00
1050,1231,DFW-02,DHL,2024-10-25 01:33:00,2024-10-28 01:33:00
1051,1232,DFW-02,UPS,2025-03-19 07:48:00,2025-03-20 07:48:00
1052,1234,DFW-02,UPS,2024-12-25 06:26:00,
1053,1235,ATL-01,DHL,2025-06-11 17:56:00,
1054,1236,DFW-02,USPS,2025-04-06 10:53:00,2025-04-08 10:53:00
1055,1237,CLT-03,DHL,2025-05-07 02:47:00,2025-05-11 02:47:00
1056,1238,ATL-01,UPS,2025-11-07 10:03:00,2025-11-09 10:03:00
1057,1239,ATL-01,USPS,2025-07-23 21:33:00,2025-07-27 21:33:00
1058,1240,DFW-02,FedEx,2025-09-14 15:21:00,2025-09-16 15:21:00
1059,1241,DFW-02,USPS,2025-07-28 14:57:00,
1060,1243,CLT-03,UPS,2025-02-18 16:21:00,2025-02-22 16:21:00
1061,1244,ATL-01,FedEx,2025-04-07 17:55:00,2025-04-10 17:55:00
1062,1245,ATL-01,DHL,2025-05-11 23:47:00,
1063,1246,DFW-02,DHL,2025-07-17 22:33:00,2025-07-18 22:33:00
1064,1248,DFW-02,DHL,2025-07-25 18:15:00,2025-07-30 18:15:00
1065,1249,CLT-03,DHL,2025-05-02 09:28:00,2025-05-04 09:28:00
1066,1250,ATL-01,FedEx,2025-02-04 11:50:00,2025-02-09 11:50:00
1067,1251,ATL-01,DHL,2025-06-23 07:30:00,2025-06-28 07:30:00
1068,1252,ATL-01,FedEx,2025-03-12 02:52:00,2025-03-13 02:52:00
1069,1253,CLT-03,UPS,2025-07-13 00:08:00,2025-07-15 00:08:00
1070,1254,ATL-01,FedEx,2025-08-03 21:17:00,2025-08-08 21:17:00
1071,1255,DFW-02,USPS,2025-07-05 08:39:00,2025-07-06 08:39:00
1072,1256,CLT-03,USPS,2025-02-10 20:27:00,2025-02-14 20:27:00
1073,1257,ATL-01,USPS,2025-06-23 23:14:00,2025-06-28 23:14:00
1074,1258,DFW-02,FedEx,2025-06-24 20:55:00,2025-06-27 20:55:00
1075,1259,DFW-02,FedEx,2024-10-10 08:04:00,2024-10-14 08:04:00
1076,1261,CLT-03,DHL,2024-11-18 19:30:00,2024-11-20 19:30:00
1077,1262,DFW-02,FedEx,2025-10-11 18:26:00,2025-10-12 18:26:00
1078,1263,DFW-02,UPS,2025-05-23 03:34:00,2025-05-28 03:34:00
1079,1265,ATL-01,UPS,2025-04-29 13:34:00,2025-04-30 13:34:00
1080,1266,ATL-01,UPS,2025-03-07 10:51:00,2025-03-08 10:51:00
1081,1267,CLT-03,DHL,2025-06-03 05:05:00,
1082,1268,DFW-02,FedEx,2024-12-16 15:07:00,2024-12-18 15:07:00
1083,1269,DFW-02,USPS,2025-08-07 00:09:00,2025-08-12 00:09:00
1084,1270,CLT-03,UPS,2025-09-29 15:56:00,
1085,1272,CLT-03,DHL,2025-08-16 10:59:00,2025-08-19 10:59:00
1086,1273,CLT-03,UPS,2025-06-13 13:50:00,2025-06-17 13:50:00
1087,1274,DFW-02,USPS,2024-12-15 01:31:00,2024-12-20 01:31:00
1088,1275,ATL-01,UPS,2025-10-30 01:32:00,
1089,1276,CLT-03,DHL,2024-11-06 05:12:00,2024-11-07 05:12:00
